institution,state,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate,pslf_class,pslf_evidence,city
University Hosps-Jackson,MS,Orthopaedic Surgery,1957260C0,260,Orthopaedic Surgery,C,Categorical,2022,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Orthopaedic Surgery,1957260C0,260,Orthopaedic Surgery,C,Categorical,2021,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Otolaryngology,1957280C0,280,Otolaryngology,C,Categorical,2025,3,3,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Otolaryngology,1957280C0,280,Otolaryngology,C,Categorical,2024,3,3,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Otolaryngology,1957280C0,280,Otolaryngology,C,Categorical,2023,3,3,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Otolaryngology,1957280C0,280,Otolaryngology,C,Categorical,2022,3,3,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Otolaryngology,1957280C0,280,Otolaryngology,C,Categorical,2021,3,3,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pathology,1957300C0,300,Pathology,C,Categorical,2025,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pathology,1957300C0,300,Pathology,C,Categorical,2024,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pathology,1957300C0,300,Pathology,C,Categorical,2023,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pathology,1957300C0,300,Pathology,C,Categorical,2022,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pathology,1957300C0,300,Pathology,C,Categorical,2021,4,4,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pediatrics,1957320C0,320,Pediatrics,C,Categorical,2025,14,14,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pediatrics,1957320C0,320,Pediatrics,C,Categorical,2024,16,16,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pediatrics,1957320C0,320,Pediatrics,C,Categorical,2023,16,16,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pediatrics,1957320C0,320,Pediatrics,C,Categorical,2022,16,16,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Pediatrics,1957320C0,320,Pediatrics,C,Categorical,2021,16,16,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Plastic Surgery (Integrated),1957362C0,362,Plastic Surgery (Integrated),C,Categorical,2025,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Plastic Surgery (Integrated),1957362C0,362,Plastic Surgery (Integrated),C,Categorical,2024,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Plastic Surgery (Integrated),1957362C0,362,Plastic Surgery (Integrated),C,Categorical,2023,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Plastic Surgery (Integrated),1957362C0,362,Plastic Surgery (Integrated),C,Categorical,2022,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Plastic Surgery (Integrated),1957362C0,362,Plastic Surgery (Integrated),C,Categorical,2021,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Public Health & Preventive Med/2yr-MPH,1957380A0,380,Preventive Medicine,A,Advanced,2025,2,0,0.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Public Health & Preventive Med/2yr-MPH,1957380R0,380,Preventive Medicine,R,Physician (PGY-2 entry),2025,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry,1957400C0,400,Psychiatry,C,Categorical,2025,8,8,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry,1957400C0,400,Psychiatry,C,Categorical,2024,5,5,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry,1957400C0,400,Psychiatry,C,Categorical,2023,7,7,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry,1957400C0,400,Psychiatry,C,Categorical,2022,7,7,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry,1957400C0,400,Psychiatry,C,Categorical,2021,7,7,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry/Child/Adult Psych,1957400C1,400,Psychiatry,C,Categorical,2025,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry/Child/Adult Psych,1957400C1,400,Psychiatry,C,Categorical,2024,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry/Child/Adult Psych,1957400C1,400,Psychiatry,C,Categorical,2023,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry/Child/Adult Psych,1957400C1,400,Psychiatry,C,Categorical,2022,2,2,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Psychiatry/Child/Adult Psych,1957400C1,400,Psychiatry,C,Categorical,2021,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Interventional Radiology (Integ),1957416C0,416,Interventional Radiology,C,Categorical,2025,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Interventional Radiology (Integ),1957416C0,416,Interventional Radiology,C,Categorical,2024,1,0,0.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Interventional Radiology (Integ),1957416C0,416,Interventional Radiology,C,Categorical,2023,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Interventional Radiology (Integ),1957416C0,416,Interventional Radiology,C,Categorical,2022,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Interventional Radiology (Integ),1957416C0,416,Interventional Radiology,C,Categorical,2021,1,0,0.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420A0,420,Radiology-Diagnostic,A,Advanced,2022,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420A0,420,Radiology-Diagnostic,A,Advanced,2021,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420C0,420,Radiology-Diagnostic,C,Categorical,2025,7,7,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420C0,420,Radiology-Diagnostic,C,Categorical,2024,7,7,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420C0,420,Radiology-Diagnostic,C,Categorical,2023,7,7,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420C0,420,Radiology-Diagnostic,C,Categorical,2022,8,8,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiology-Diagnostic,1957420C0,420,Radiology-Diagnostic,C,Categorical,2021,6,6,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiation Oncology,1957430A0,430,Radiation Oncology,A,Advanced,2025,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiation Oncology,1957430A0,430,Radiation Oncology,A,Advanced,2024,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiation Oncology,1957430A0,430,Radiation Oncology,A,Advanced,2023,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Radiation Oncology,1957430A0,430,Radiation Oncology,A,Advanced,2022,1,1,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,General Surgery,1957440C0,440,Surgery-General,C,Categorical,2025,6,6,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,General Surgery,1957440C0,440,Surgery-General,C,Categorical,2024,6,6,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,General Surgery,1957440C0,440,Surgery-General,C,Categorical,2023,6,6,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,General Surgery,1957440C0,440,Surgery-General,C,Categorical,2022,5,5,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,General Surgery,1957440C0,440,Surgery-General,C,Categorical,2021,6,6,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Surgery-Preliminary,1957440P0,440,Surgery-General,P,Preliminary,2025,5,2,0.4,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Surgery-Preliminary,1957440P0,440,Surgery-General,P,Preliminary,2024,5,1,0.2,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Surgery-Preliminary,1957440P0,440,Surgery-General,P,Preliminary,2023,5,2,0.4,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Surgery-Preliminary,1957440P0,440,Surgery-General,P,Preliminary,2022,5,3,0.6,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Surgery-Preliminary,1957440P0,440,Surgery-General,P,Preliminary,2021,5,2,0.4,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Medicine-Pediatrics,1957700C0,700,Other,C,Categorical,2025,6,6,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Medicine-Pediatrics,1957700C0,700,Other,C,Categorical,2024,5,5,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Medicine-Pediatrics,1957700C0,700,Other,C,Categorical,2023,5,5,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Medicine-Pediatrics,1957700C0,700,Other,C,Categorical,2022,5,5,1.0,pslf_friendly,University,Jackson
University Hosps-Jackson,MS,Medicine-Pediatrics,1957700C0,700,Other,C,Categorical,2021,5,5,1.0,pslf_friendly,University,Jackson
Barnes-Jewish Hosp,MO,Anesthesiology/3 yr,1353040A0,40,Anesthesiology,A,Advanced,2025,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/3 yr,1353040A0,40,Anesthesiology,A,Advanced,2024,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/3 yr,1353040A0,40,Anesthesiology,A,Advanced,2022,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/3 yr,1353040A0,40,Anesthesiology,A,Advanced,2021,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/4 yr,1353040C0,40,Anesthesiology,C,Categorical,2025,21,21,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/4 yr,1353040C0,40,Anesthesiology,C,Categorical,2024,20,20,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/4 yr,1353040C0,40,Anesthesiology,C,Categorical,2023,22,22,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/4 yr,1353040C0,40,Anesthesiology,C,Categorical,2022,17,17,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/4 yr,1353040C0,40,Anesthesiology,C,Categorical,2021,18,18,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/ASAP 5 yr,1353040C1,40,Anesthesiology,C,Categorical,2025,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/ASAP 5 yr,1353040C1,40,Anesthesiology,C,Categorical,2024,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/ASAP 5 yr,1353040C1,40,Anesthesiology,C,Categorical,2022,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology/ASAP 5 yr,1353040C1,40,Anesthesiology,C,Categorical,2021,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Anesthesiology,1353040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2023,1,0,0.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology,1353080A0,80,Dermatology,A,Advanced,2025,6,6,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology,1353080A0,80,Dermatology,A,Advanced,2024,6,6,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology,1353080A0,80,Dermatology,A,Advanced,2023,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology,1353080A0,80,Dermatology,A,Advanced,2022,7,7,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology,1353080A0,80,Dermatology,A,Advanced,2021,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology/Physician Scientist,1353080A1,80,Dermatology,A,Advanced,2025,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology/Physician Scientist,1353080A1,80,Dermatology,A,Advanced,2023,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Dermatology/Physician Scientist,1353080A1,80,Dermatology,A,Advanced,2021,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Emergency Medicine,1353110C0,110,Emergency Medicine,C,Categorical,2025,13,13,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Emergency Medicine,1353110C0,110,Emergency Medicine,C,Categorical,2024,14,14,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Emergency Medicine,1353110C0,110,Emergency Medicine,C,Categorical,2023,14,14,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Emergency Medicine,1353110C0,110,Emergency Medicine,C,Categorical,2022,14,14,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Emergency Medicine,1353110C0,110,Emergency Medicine,C,Categorical,2021,14,14,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine,1353140C0,140,Internal Medicine,C,Categorical,2025,40,40,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine,1353140C0,140,Internal Medicine,C,Categorical,2024,46,46,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine,1353140C0,140,Internal Medicine,C,Categorical,2023,41,41,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine,1353140C0,140,Internal Medicine,C,Categorical,2022,41,41,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine,1353140C0,140,Internal Medicine,C,Categorical,2021,47,47,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine/PSTP,1353140C1,140,Internal Medicine,C,Categorical,2025,7,7,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine/PSTP,1353140C1,140,Internal Medicine,C,Categorical,2024,6,6,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine/PSTP,1353140C1,140,Internal Medicine,C,Categorical,2023,6,6,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine/PSTP,1353140C1,140,Internal Medicine,C,Categorical,2022,6,6,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Internal Medicine/MBMC,1353140C2,140,Internal Medicine,C,Categorical,2025,15,15,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Primary,1353140M0,140,Internal Medicine,M,Primary care,2025,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Primary,1353140M0,140,Internal Medicine,M,Primary care,2024,4,4,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Primary,1353140M0,140,Internal Medicine,M,Primary care,2023,5,4,0.8,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Primary,1353140M0,140,Internal Medicine,M,Primary care,2022,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Primary,1353140M0,140,Internal Medicine,M,Primary care,2021,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Preliminary,1353140P0,140,Internal Medicine,P,Preliminary,2025,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Preliminary,1353140P0,140,Internal Medicine,P,Preliminary,2024,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Preliminary,1353140P0,140,Internal Medicine,P,Preliminary,2023,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Preliminary,1353140P0,140,Internal Medicine,P,Preliminary,2022,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Medicine-Preliminary,1353140P0,140,Internal Medicine,P,Preliminary,2021,7,7,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Med-Prelim/Ophthalmology,1353140P2,140,Internal Medicine,P,Preliminary,2025,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Med-Prelim/Ophthalmology,1353140P2,140,Internal Medicine,P,Preliminary,2024,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Med-Prelim/Ophthalmology,1353140P2,140,Internal Medicine,P,Preliminary,2023,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Med-Prelim/Ophthalmology,1353140P2,140,Internal Medicine,P,Preliminary,2022,5,5,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Med-Prelim/Ophthalmology,1353140P2,140,Internal Medicine,P,Preliminary,2021,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurological Surgery,1353160C0,160,Neurological Surgery,C,Categorical,2025,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurological Surgery,1353160C0,160,Neurological Surgery,C,Categorical,2024,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurological Surgery,1353160C0,160,Neurological Surgery,C,Categorical,2023,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurological Surgery,1353160C0,160,Neurological Surgery,C,Categorical,2022,4,4,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurological Surgery,1353160C0,160,Neurological Surgery,C,Categorical,2021,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurology,1353180C0,180,Neurology,C,Categorical,2025,13,13,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurology,1353180C0,180,Neurology,C,Categorical,2024,11,11,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurology,1353180C0,180,Neurology,C,Categorical,2023,11,11,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurology,1353180C0,180,Neurology,C,Categorical,2022,11,11,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Neurology,1353180C0,180,Neurology,C,Categorical,2021,11,11,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Obstetrics-Gynecology,1353220C0,220,Obstetrics-Gynecology,C,Categorical,2025,9,9,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Obstetrics-Gynecology,1353220C0,220,Obstetrics-Gynecology,C,Categorical,2024,9,9,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Obstetrics-Gynecology,1353220C0,220,Obstetrics-Gynecology,C,Categorical,2023,9,9,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Obstetrics-Gynecology,1353220C0,220,Obstetrics-Gynecology,C,Categorical,2022,9,9,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Obstetrics-Gynecology,1353220C0,220,Obstetrics-Gynecology,C,Categorical,2021,9,9,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Orthopaedic Surgery,1353260C0,260,Orthopaedic Surgery,C,Categorical,2025,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Orthopaedic Surgery,1353260C0,260,Orthopaedic Surgery,C,Categorical,2024,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Orthopaedic Surgery,1353260C0,260,Orthopaedic Surgery,C,Categorical,2023,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Orthopaedic Surgery,1353260C0,260,Orthopaedic Surgery,C,Categorical,2022,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Orthopaedic Surgery,1353260C0,260,Orthopaedic Surgery,C,Categorical,2021,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology,1353280C0,280,Otolaryngology,C,Categorical,2025,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology,1353280C0,280,Otolaryngology,C,Categorical,2024,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology,1353280C0,280,Otolaryngology,C,Categorical,2023,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology,1353280C0,280,Otolaryngology,C,Categorical,2022,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology,1353280C0,280,Otolaryngology,C,Categorical,2021,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology/Research,1353280C1,280,Otolaryngology,C,Categorical,2025,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology/Research,1353280C1,280,Otolaryngology,C,Categorical,2024,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology/Research,1353280C1,280,Otolaryngology,C,Categorical,2023,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology/Research,1353280C1,280,Otolaryngology,C,Categorical,2022,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Otolaryngology/Research,1353280C1,280,Otolaryngology,C,Categorical,2021,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/CP,1353300C0,300,Pathology,C,Categorical,2025,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/CP,1353300C0,300,Pathology,C,Categorical,2024,3,1,0.3333333333333333,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/CP,1353300C0,300,Pathology,C,Categorical,2023,3,2,0.6666666666666666,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/CP,1353300C0,300,Pathology,C,Categorical,2022,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/CP,1353300C0,300,Pathology,C,Categorical,2021,3,2,0.6666666666666666,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,PathologyAP/CP & AP only,1353300C1,300,Pathology,C,Categorical,2025,7,7,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,PathologyAP/CP & AP only,1353300C1,300,Pathology,C,Categorical,2024,7,7,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,PathologyAP/CP & AP only,1353300C1,300,Pathology,C,Categorical,2023,9,9,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,PathologyAP/CP & AP only,1353300C1,300,Pathology,C,Categorical,2022,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,PathologyAP/CP & AP only,1353300C1,300,Pathology,C,Categorical,2021,8,8,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/AP & NP,1353300C2,300,Pathology,C,Categorical,2025,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Pathology/AP & NP,1353300C2,300,Pathology,C,Categorical,2024,1,1,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340A0,340,Phys Medicine & Rehab,A,Advanced,2025,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340A0,340,Phys Medicine & Rehab,A,Advanced,2024,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340A0,340,Phys Medicine & Rehab,A,Advanced,2023,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340A0,340,Phys Medicine & Rehab,A,Advanced,2022,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340A0,340,Phys Medicine & Rehab,A,Advanced,2021,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340C0,340,Phys Medicine & Rehab,C,Categorical,2025,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340C0,340,Phys Medicine & Rehab,C,Categorical,2024,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340C0,340,Phys Medicine & Rehab,C,Categorical,2023,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340C0,340,Phys Medicine & Rehab,C,Categorical,2022,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Phys Medicine & Rehab,1353340C0,340,Phys Medicine & Rehab,C,Categorical,2021,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Plastic Surgery (Integrated),1353362C0,362,Plastic Surgery (Integrated),C,Categorical,2025,4,4,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Plastic Surgery (Integrated),1353362C0,362,Plastic Surgery (Integrated),C,Categorical,2024,4,4,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Plastic Surgery (Integrated),1353362C0,362,Plastic Surgery (Integrated),C,Categorical,2023,4,4,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Plastic Surgery (Integrated),1353362C0,362,Plastic Surgery (Integrated),C,Categorical,2022,4,4,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Plastic Surgery (Integrated),1353362C0,362,Plastic Surgery (Integrated),C,Categorical,2021,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Psychiatry,1353400C0,400,Psychiatry,C,Categorical,2025,16,16,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Psychiatry,1353400C0,400,Psychiatry,C,Categorical,2024,15,15,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Psychiatry,1353400C0,400,Psychiatry,C,Categorical,2023,14,14,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Psychiatry,1353400C0,400,Psychiatry,C,Categorical,2022,14,14,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Psychiatry,1353400C0,400,Psychiatry,C,Categorical,2021,13,13,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Interventional Radiology (Integ),1353416A0,416,Interventional Radiology,A,Advanced,2025,3,3,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Interventional Radiology (Integ),1353416A0,416,Interventional Radiology,A,Advanced,2024,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Interventional Radiology (Integ),1353416A0,416,Interventional Radiology,A,Advanced,2023,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Interventional Radiology (Integ),1353416A0,416,Interventional Radiology,A,Advanced,2022,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Interventional Radiology (Integ),1353416A0,416,Interventional Radiology,A,Advanced,2021,2,2,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Radiology-Diagnostic,1353420A0,420,Radiology-Diagnostic,A,Advanced,2025,17,17,1.0,ambiguous,,St Louis
Barnes-Jewish Hosp,MO,Radiology-Diagnostic,1353420A0,420,Radiology-Diagnostic,A,Advanced,2024,16,16,1.0,ambiguous,,St Louis
