institution,state,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate,pslf_class,pslf_evidence,city
Childrens Hospital-Boston,MA,Child Neurology,1259185C0,185,Child Neurology,C,Categorical,2024,6,6,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185C0,185,Child Neurology,C,Categorical,2023,6,6,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185C0,185,Child Neurology,C,Categorical,2022,5,5,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185C0,185,Child Neurology,C,Categorical,2021,5,5,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185R0,185,Child Neurology,R,Physician (PGY-2 entry),2024,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185R0,185,Child Neurology,R,Physician (PGY-2 entry),2023,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185R0,185,Child Neurology,R,Physician (PGY-2 entry),2022,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185R0,185,Child Neurology,R,Physician (PGY-2 entry),2021,1,0,0.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Neurodevelopmental Disabilities,1259186A0,186,Neurodevelopmental Disabilities,A,Advanced,2025,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Neurodevelopmental Disabilities,1259186A0,186,Neurodevelopmental Disabilities,A,Advanced,2024,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Neurodevelopmental Disabilities,1259186A0,186,Neurodevelopmental Disabilities,A,Advanced,2023,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Neurodevelopmental Disabilities,1259186A0,186,Neurodevelopmental Disabilities,A,Advanced,2022,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Neurodevelopmental Disabilities,1259186A0,186,Neurodevelopmental Disabilities,A,Advanced,2021,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Neurodevelopmental Disabilities,1259186R0,186,Neurodevelopmental Disabilities,R,Physician (PGY-2 entry),2021,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/Childrens Hosp,1259320C0,320,Pediatrics,C,Categorical,2025,35,35,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/Childrens Hosp,1259320C0,320,Pediatrics,C,Categorical,2024,34,34,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/Childrens Hosp,1259320C0,320,Pediatrics,C,Categorical,2023,34,34,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/Childrens Hosp,1259320C0,320,Pediatrics,C,Categorical,2022,35,35,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/Childrens Hosp,1259320C0,320,Pediatrics,C,Categorical,2021,28,28,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/LEAD-BMC,1259320C1,320,Pediatrics,C,Categorical,2025,11,11,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/LEAD-BMC,1259320C1,320,Pediatrics,C,Categorical,2024,11,11,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/LEAD-BMC,1259320C1,320,Pediatrics,C,Categorical,2023,12,12,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/LEAD-BMC,1259320C1,320,Pediatrics,C,Categorical,2022,10,10,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics/LEAD-BMC,1259320C1,320,Pediatrics,C,Categorical,2021,10,10,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Anesthesiology,1259726C0,726,Other,C,Categorical,2025,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Anesthesiology,1259726C0,726,Other,C,Categorical,2024,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Anesthesiology,1259726C0,726,Other,C,Categorical,2023,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Anesthesiology,1259726C0,726,Other,C,Categorical,2022,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Anesthesiology,1259726C0,726,Other,C,Categorical,2021,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Peds/Psych/Child Psych,1259730C0,730,Other,C,Categorical,2025,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Peds/Psych/Child Psych,1259730C0,730,Other,C,Categorical,2024,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Peds/Psych/Child Psych,1259730C0,730,Other,C,Categorical,2023,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Medical Genetics,1259765C0,765,Other,C,Categorical,2025,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Medical Genetics,1259765C0,765,Other,C,Categorical,2024,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Medical Genetics,1259765C0,765,Other,C,Categorical,2023,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Medical Genetics,1259765C0,765,Other,C,Categorical,2022,2,2,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Pediatrics-Medical Genetics,1259765C0,765,Other,C,Categorical,2021,1,1,1.0,pslf_friendly,Children,Boston
Grtr Lawrence Fam Hlth Ctr,MA,Family Medicine,1283120C0,120,Family Medicine,C,Categorical,2025,12,12,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Family Medicine,1283120C0,120,Family Medicine,C,Categorical,2024,12,12,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Family Medicine,1283120C0,120,Family Medicine,C,Categorical,2023,12,11,0.9166666666666666,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Family Medicine,1283120C0,120,Family Medicine,C,Categorical,2022,12,12,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Family Medicine,1283120C0,120,Family Medicine,C,Categorical,2021,10,10,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Otolaryngology,1180280C0,280,Otolaryngology,C,Categorical,2023,4,4,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Otolaryngology,1180280C0,280,Otolaryngology,C,Categorical,2022,4,4,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Otolaryngology,1180280C0,280,Otolaryngology,C,Categorical,2021,4,4,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Otolaryngology/Research,1180280C1,280,Otolaryngology,C,Categorical,2023,1,1,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Otolaryngology/Research,1180280C1,280,Otolaryngology,C,Categorical,2022,1,1,1.0,ambiguous,,Lawrence
Grtr Lawrence Fam Hlth Ctr,MA,Otolaryngology/Research,1180280C1,280,Otolaryngology,C,Categorical,2021,1,1,1.0,ambiguous,,Lawrence
Harvard South Shore,MA,Psychiatry,3120400C0,400,Psychiatry,C,Categorical,2025,8,8,1.0,pslf_friendly,Harvard,Boston
Harvard South Shore,MA,Psychiatry,3120400C0,400,Psychiatry,C,Categorical,2024,8,8,1.0,pslf_friendly,Harvard,Boston
Harvard South Shore,MA,Psychiatry,3120400C0,400,Psychiatry,C,Categorical,2023,8,8,1.0,pslf_friendly,Harvard,Boston
Harvard South Shore,MA,Psychiatry,3120400C0,400,Psychiatry,C,Categorical,2022,8,8,1.0,pslf_friendly,Harvard,Boston
Harvard South Shore,MA,Psychiatry,3120400C0,400,Psychiatry,C,Categorical,2021,8,8,1.0,pslf_friendly,Harvard,Boston
Harvard Spaulding Rehab Hosp,MA,Phys Medicine & Rehab,1260340A0,340,Phys Medicine & Rehab,A,Advanced,2023,8,8,1.0,pslf_friendly,Harvard,Charlestown
Harvard Spaulding Rehab Hosp,MA,Phys Medicine & Rehab,1260340A0,340,Phys Medicine & Rehab,A,Advanced,2022,8,8,1.0,pslf_friendly,Harvard,Charlestown
Harvard Spaulding Rehab Hosp,MA,Phys Medicine & Rehab,1260340A0,340,Phys Medicine & Rehab,A,Advanced,2021,8,8,1.0,pslf_friendly,Harvard,Charlestown
Lahey Clinic,MA,Anesthesiology,3130040C0,40,Anesthesiology,C,Categorical,2025,8,8,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Anesthesiology,3130040C0,40,Anesthesiology,C,Categorical,2024,8,8,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Anesthesiology,3130040C0,40,Anesthesiology,C,Categorical,2023,8,8,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Anesthesiology,3130040C0,40,Anesthesiology,C,Categorical,2022,8,8,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Anesthesiology,3130040C0,40,Anesthesiology,C,Categorical,2021,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Internal Medicine,3130140C0,140,Internal Medicine,C,Categorical,2025,13,13,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Internal Medicine,3130140C0,140,Internal Medicine,C,Categorical,2024,12,12,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Internal Medicine,3130140C0,140,Internal Medicine,C,Categorical,2023,12,12,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Internal Medicine,3130140C0,140,Internal Medicine,C,Categorical,2022,12,12,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Internal Medicine,3130140C0,140,Internal Medicine,C,Categorical,2021,12,12,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Med-Prelim/Neurology-Tufts,3130140P1,140,Internal Medicine,P,Preliminary,2025,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Med-Prelim/Neurology-Tufts,3130140P1,140,Internal Medicine,P,Preliminary,2024,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Med-Prelim/Neurology-Tufts,3130140P1,140,Internal Medicine,P,Preliminary,2023,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Med-Prelim/Neurology-Tufts,3130140P1,140,Internal Medicine,P,Preliminary,2022,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Med-Prelim/Neurology-Tufts,3130140P1,140,Internal Medicine,P,Preliminary,2021,6,5,0.8333333333333334,ambiguous,,Burlington
Lahey Clinic,MA,Plastic Surgery (Integrated),3130362C0,362,Plastic Surgery (Integrated),C,Categorical,2025,2,2,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Plastic Surgery (Integrated),3130362C0,362,Plastic Surgery (Integrated),C,Categorical,2024,2,2,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Plastic Surgery (Integrated),3130362C0,362,Plastic Surgery (Integrated),C,Categorical,2023,1,1,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Plastic Surgery (Integrated),3130362C0,362,Plastic Surgery (Integrated),C,Categorical,2022,1,1,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Plastic Surgery (Integrated),3130362C0,362,Plastic Surgery (Integrated),C,Categorical,2021,1,1,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Psychiatry,3130400C0,400,Psychiatry,C,Categorical,2025,4,4,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Radiology-Diagnostic,3130420A0,420,Radiology-Diagnostic,A,Advanced,2025,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Radiology-Diagnostic,3130420A0,420,Radiology-Diagnostic,A,Advanced,2024,6,6,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Radiology-Diagnostic,3130420A0,420,Radiology-Diagnostic,A,Advanced,2023,4,4,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Radiology-Diagnostic,3130420A0,420,Radiology-Diagnostic,A,Advanced,2022,4,4,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Radiology-Diagnostic,3130420A0,420,Radiology-Diagnostic,A,Advanced,2021,4,4,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Radiology-Diag/Sponsored,3130420A1,420,Radiology-Diagnostic,A,Advanced,2021,1,1,1.0,ambiguous,,Burlington
Lahey Clinic,MA,General Surgery,3130440C0,440,Surgery-General,C,Categorical,2025,5,5,1.0,ambiguous,,Burlington
Lahey Clinic,MA,General Surgery,3130440C0,440,Surgery-General,C,Categorical,2024,5,5,1.0,ambiguous,,Burlington
Lahey Clinic,MA,General Surgery,3130440C0,440,Surgery-General,C,Categorical,2023,5,5,1.0,ambiguous,,Burlington
Lahey Clinic,MA,General Surgery,3130440C0,440,Surgery-General,C,Categorical,2022,5,5,1.0,ambiguous,,Burlington
Lahey Clinic,MA,General Surgery,3130440C0,440,Surgery-General,C,Categorical,2021,5,5,1.0,ambiguous,,Burlington
Lahey Clinic,MA,Surgery-Preliminary,3130440P1,440,Surgery-General,P,Preliminary,2025,2,1,0.5,ambiguous,,Burlington
Lemuel Shattuck Hosp,MA,Transitional,3112999P0,999,Transitional,P,Preliminary,2025,8,8,1.0,ambiguous,,Jamaica Plain
Lemuel Shattuck Hosp,MA,Transitional,3112999P0,999,Transitional,P,Preliminary,2024,8,8,1.0,ambiguous,,Jamaica Plain
Lemuel Shattuck Hosp,MA,Transitional,3112999P0,999,Transitional,P,Preliminary,2023,8,8,1.0,ambiguous,,Jamaica Plain
Lemuel Shattuck Hosp,MA,Transitional,3112999P0,999,Transitional,P,Preliminary,2022,6,6,1.0,ambiguous,,Jamaica Plain
Lemuel Shattuck Hosp,MA,Transitional,3112999P0,999,Transitional,P,Preliminary,2021,6,6,1.0,ambiguous,,Jamaica Plain
Lemuel Shattuck Hosp,MA,Transitional/GSMC,3112999P1,999,Transitional,P,Preliminary,2025,7,7,1.0,ambiguous,,Jamaica Plain
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040A0,40,Anesthesiology,A,Advanced,2025,5,5,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040A0,40,Anesthesiology,A,Advanced,2024,5,5,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040A0,40,Anesthesiology,A,Advanced,2023,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040A0,40,Anesthesiology,A,Advanced,2022,7,7,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040A0,40,Anesthesiology,A,Advanced,2021,6,6,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040C0,40,Anesthesiology,C,Categorical,2025,22,22,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040C0,40,Anesthesiology,C,Categorical,2024,20,20,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040C0,40,Anesthesiology,C,Categorical,2023,17,17,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040C0,40,Anesthesiology,C,Categorical,2022,16,16,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040C0,40,Anesthesiology,C,Categorical,2021,16,16,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology/Research,1265040C1,40,Anesthesiology,C,Categorical,2024,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology/Research,1265040C1,40,Anesthesiology,C,Categorical,2023,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology/Research,1265040C1,40,Anesthesiology,C,Categorical,2022,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology/Research,1265040C1,40,Anesthesiology,C,Categorical,2021,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2025,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2024,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2023,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2022,1,1,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Anesthesiology,1265040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2021,1,1,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Internal Medicine,1265140C0,140,Internal Medicine,C,Categorical,2025,42,42,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Internal Medicine,1265140C0,140,Internal Medicine,C,Categorical,2024,42,42,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Internal Medicine,1265140C0,140,Internal Medicine,C,Categorical,2023,41,41,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Internal Medicine,1265140C0,140,Internal Medicine,C,Categorical,2022,41,41,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Internal Medicine,1265140C0,140,Internal Medicine,C,Categorical,2021,40,40,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/DGM,1265140M0,140,Internal Medicine,M,Primary care,2025,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/DGM,1265140M0,140,Internal Medicine,M,Primary care,2024,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/DGM,1265140M0,140,Internal Medicine,M,Primary care,2023,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/DGM,1265140M0,140,Internal Medicine,M,Primary care,2022,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/DGM,1265140M0,140,Internal Medicine,M,Primary care,2021,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/HVMA,1265140M1,140,Internal Medicine,M,Primary care,2025,4,4,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/HVMA,1265140M1,140,Internal Medicine,M,Primary care,2024,4,4,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/HVMA,1265140M1,140,Internal Medicine,M,Primary care,2023,4,4,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/HVMA,1265140M1,140,Internal Medicine,M,Primary care,2022,4,4,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Primary/HVMA,1265140M1,140,Internal Medicine,M,Primary care,2021,4,4,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Preliminary,1265140P0,140,Internal Medicine,P,Preliminary,2025,7,7,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Preliminary,1265140P0,140,Internal Medicine,P,Preliminary,2024,7,7,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Preliminary,1265140P0,140,Internal Medicine,P,Preliminary,2023,9,9,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Preliminary,1265140P0,140,Internal Medicine,P,Preliminary,2022,11,11,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Medicine-Preliminary,1265140P0,140,Internal Medicine,P,Preliminary,2021,11,11,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Med-Prelim/Neurology,1265140P1,140,Internal Medicine,P,Preliminary,2025,10,10,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Med-Prelim/Neurology,1265140P1,140,Internal Medicine,P,Preliminary,2024,10,10,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Med-Prelim/Neurology,1265140P1,140,Internal Medicine,P,Preliminary,2023,9,9,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Med-Prelim/Neurology,1265140P1,140,Internal Medicine,P,Preliminary,2022,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Med-Prelim/Neurology,1265140P1,140,Internal Medicine,P,Preliminary,2021,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Neurological Surgery,1265160C0,160,Neurological Surgery,C,Categorical,2025,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Neurological Surgery,1265160C0,160,Neurological Surgery,C,Categorical,2024,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Neurological Surgery,1265160C0,160,Neurological Surgery,C,Categorical,2023,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Neurological Surgery,1265160C0,160,Neurological Surgery,C,Categorical,2022,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Neurological Surgery,1265160C0,160,Neurological Surgery,C,Categorical,2021,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry,1265400C0,400,Psychiatry,C,Categorical,2025,11,11,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry,1265400C0,400,Psychiatry,C,Categorical,2024,11,11,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry,1265400C0,400,Psychiatry,C,Categorical,2023,11,11,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry,1265400C0,400,Psychiatry,C,Categorical,2022,10,10,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry,1265400C0,400,Psychiatry,C,Categorical,2021,6,6,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Research,1265400C1,400,Psychiatry,C,Categorical,2025,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Research,1265400C1,400,Psychiatry,C,Categorical,2024,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Research,1265400C1,400,Psychiatry,C,Categorical,2023,3,3,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Research,1265400C1,400,Psychiatry,C,Categorical,2022,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Research,1265400C1,400,Psychiatry,C,Categorical,2021,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Child,1265400C2,400,Psychiatry,C,Categorical,2025,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Child,1265400C2,400,Psychiatry,C,Categorical,2024,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Child,1265400C2,400,Psychiatry,C,Categorical,2023,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Child,1265400C2,400,Psychiatry,C,Categorical,2022,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Psychiatry/Child,1265400C2,400,Psychiatry,C,Categorical,2021,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Interventional Radiology (Integ),1265416C0,416,Interventional Radiology,C,Categorical,2025,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Interventional Radiology (Integ),1265416C0,416,Interventional Radiology,C,Categorical,2024,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Interventional Radiology (Integ),1265416C0,416,Interventional Radiology,C,Categorical,2023,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Interventional Radiology (Integ),1265416C0,416,Interventional Radiology,C,Categorical,2022,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Interventional Radiology (Integ),1265416C0,416,Interventional Radiology,C,Categorical,2021,2,2,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Radiology-Diagnostic,1265420A0,420,Radiology-Diagnostic,A,Advanced,2025,8,8,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Radiology-Diagnostic,1265420A0,420,Radiology-Diagnostic,A,Advanced,2024,9,9,1.0,pslf_friendly,Brigham,Boston
MGB-Brigham & Womens Hosp,MA,Radiology-Diagnostic,1265420A0,420,Radiology-Diagnostic,A,Advanced,2023,7,7,1.0,pslf_friendly,Brigham,Boston
