institution,state,city,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate
Trios Health,WA,,U Washington Affil Hosps Radiology-Diagnostic,1756420A0,420,Radiology-Diagnostic,A,Advanced,2019,1,1,1.0
Trios Health,WA,,Seattle Code Quota Matched Radiology-Diagnostic,1756420C0,420,Radiology-Diagnostic,C,Categorical,2019,2,2,1.0
Trios Health,WA,,General Surgery,1756440C0,440,Surgery-General,C,Categorical,2019,5,5,1.0
Trios Health,WA,,Anesthesiology,1918040A0,040,Anesthesiology,A,Advanced,2019,1,1,1.0
Trios Health,WA,,Surgery-Preliminary,1756440P0,440,Surgery-General,P,Preliminary,2019,6,4,0.6666666666666666
Trios Health,WA,,Anesthesiology/Clin Base Yr,1918040C0,040,Anesthesiology,C,Categorical,2019,24,24,1.0
Trios Health,WA,,Transitional,1756999P0,999,Transitional,P,Preliminary,2019,6,6,1.0
Trios Health,WA,,Anesthesiology/Crit Care Comb,1918040C1,040,Anesthesiology,C,Categorical,2019,0,0,
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Dermatology,1918080A0,080,Dermatology,A,Advanced,2019,4,4,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Family Medicine,2168120C0,120,Family Medicine,C,Categorical,2019,3,1,0.3333333333333333
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Emergency Medicine,1918110C0,110,Emergency Medicine,C,Categorical,2019,12,12,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Family Medicine,1918120C0,120,Family Medicine,C,Categorical,2019,6,6,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Family Medicine/Chelan Rural,1918120C2,120,Family Medicine,C,Categorical,2019,2,2,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Internal Medicine,1918140C0,140,Internal Medicine,C,Categorical,2019,40,40,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Emergency Medicine,1902110C0,110,Emergency Medicine,C,Categorical,2019,6,6,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Medicine-Primary,1918140M0,140,Internal Medicine,M,Primary care,2019,12,12,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Family Medicine,1902120C0,120,Family Medicine,C,Categorical,2019,5,5,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Medicine-Preliminary,1918140P0,140,Internal Medicine,P,Preliminary,2019,6,5,0.8333333333333334
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Internal Medicine,1902140C0,140,Internal Medicine,C,Categorical,2019,9,9,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Neurological Surgery,1918160C0,160,Neurological Surgery,C,Categorical,2019,3,3,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Medicine-Preliminary,1902140P0,140,Internal Medicine,P,Preliminary,2019,6,3,0.5
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Neurology,1918180C0,180,Neurology,C,Categorical,2019,7,7,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Obstetrics-Gynecology,1902220C0,220,Obstetrics-Gynecology,C,Categorical,2019,3,3,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Neurology,1918180R0,180,Neurology,R,Physician (PGY-2 entry),2019,2,2,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Pediatrics,1902320C0,320,Pediatrics,C,Categorical,2019,7,7,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Child Neurology,1918185C0,185,Child Neurology,C,Categorical,2019,3,3,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Psychiatry,1902400C0,400,Psychiatry,C,Categorical,2019,4,3,0.75
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Obstetrics-Gynecology,1918220C0,220,Obstetrics-Gynecology,C,Categorical,2019,7,7,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,General Surgery,1902440C0,440,Surgery-General,C,Categorical,2019,4,4,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Orthopaedic Surgery,1918260C0,260,Orthopaedic Surgery,C,Categorical,2019,8,8,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Surgery-Preliminary,1902440P0,440,Surgery-General,P,Preliminary,2019,1,1,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Otolaryngology,1918280C0,280,Otolaryngology,C,Categorical,2019,3,3,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Vascular Surgery,1902451C0,451,Vascular Surgery,C,Categorical,2019,1,1,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Oto + 2 yrs research,1918280C1,280,Otolaryngology,C,Categorical,2019,1,1,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Medicine-Psychiatry,1902715C0,715,Other,C,Categorical,2019,2,2,1.0
Anesthesiology/Bonica Scholar 1918040C2 2 2 Yakima Valley Farm Workers Clinic,WA,,Pathology-AP & CP,1918300C0,300,Pathology,C,Categorical,2019,8,6,0.75
Pathology-AP only 1918300C1 0 0 Marshall Community Health,WV,,Pathology-AP & NP 1918300C3 0 0 Family Medicine,2191120C0,120,Family Medicine,C,Categorical,2019,3,3,1.0
Pathology-AP only 1918300C1 0 0 Marshall Community Health,WV,,Pediatrics,1918320C0,320,Pediatrics,C,Categorical,2019,36,36,1.0
Marshall University SOM,WV,,Pediatrics-Alaska,1918320C1,320,Pediatrics,C,Categorical,2019,4,4,1.0
Marshall University SOM,WV,,Phys Medicine & Rehab 1918340C0 3 3 Family Medicine,3066120C0,120,Family Medicine,C,Categorical,2019,8,8,1.0
Marshall University SOM,WV,,Plastic Surgery (Integrated) 1918362C0 4 4 Internal Medicine,3066140C0,140,Internal Medicine,C,Categorical,2019,17,17,1.0
Marshall University SOM,WV,,Psychiatry 1918400C0 8 8 Medicine-Preliminary,3066140P0,140,Internal Medicine,P,Preliminary,2019,9,4,0.4444444444444444
Marshall University SOM,WV,,Psychiatry/UW Idaho 1918400C2 4 4 Neurology,3066180C0,180,Neurology,C,Categorical,2019,3,3,1.0
Marshall University SOM,WV,,Psychiatry/Research 1918400C4 4 4 Obstetrics-Gynecology,3066220C0,220,Obstetrics-Gynecology,C,Categorical,2019,3,3,1.0
Marshall University SOM,WV,,Psychiatry/ UW Montana 1918400C5 3 3 Orthopaedic Surgery,3066260C0,260,Orthopaedic Surgery,C,Categorical,2019,3,3,1.0
Marshall University SOM,WV,,Interventional Radiology (Integ) 1918416A0 3 3 Pediatrics,3066320C0,320,Pediatrics,C,Categorical,2019,6,6,1.0
Marshall University SOM,WV,,Radiology-Diagnostic 1918420A0 10 10 Psychiatry,3066400C0,400,Psychiatry,C,Categorical,2019,6,6,1.0
Marshall University SOM,WV,,Radiology-Diagnostic 1918420R2 1 1 General Surgery,3066440C0,440,Surgery-General,C,Categorical,2019,4,4,1.0
Marshall University SOM,WV,,Radiation Oncology 1918430A0 3 3 Surgery-Preliminary,3066440P0,440,Surgery-General,P,Preliminary,2019,3,1,0.3333333333333333
Marshall University SOM,WV,,General Surgery 1918440C0 3 3 Medicine-Pediatrics,3066700C0,700,Other,C,Categorical,2019,2,2,1.0
Marshall University SOM,WV,,Gen Surgery/Research,1918440C1,440,Surgery-General,C,Categorical,2019,4,4,1.0
Mountain State OPTI,WV,,Surg-Prelim/2yr,1918440P0,440,Surgery-General,P,Preliminary,2019,2,2,1.0
Mountain State OPTI,WV,,Surg-Prelim/1yr,1918440P3,440,Surgery-General,P,Preliminary,2019,14,5,0.35714285714285715
Mountain State OPTI,WV,,Emergency Medicine/OVMC,2105110C0,110,Emergency Medicine,C,Categorical,2019,6,6,1.0
Mountain State OPTI,WV,,Vascular Surgery,1918451C0,451,Vascular Surgery,C,Categorical,2019,1,1,1.0
Mountain State OPTI,WV,,Family Medicine/Cornerstone,2105120C0,120,Family Medicine,C,Categorical,2019,3,3,1.0
Mountain State OPTI,WV,,Thoracic Surgery,1918461C0,461,Thoracic Surgery,C,Categorical,2019,1,1,1.0
Mountain State OPTI,WV,,Internal Medicine/OVMC,2105140C0,140,Internal Medicine,C,Categorical,2019,5,5,1.0
Mountain State OPTI,WV,,Pediatrics-Medical Genetics,1918765C0,765,Other,C,Categorical,2019,0,0,
Valley Med Ctr,WA,,Family Medicine,2985120C0,120,Family Medicine,C,Categorical,2019,7,4,0.5714285714285714
Valley Med Ctr,WA,,Family Medicine,3132120C0,120,Family Medicine,C,Categorical,2019,8,8,1.0
Valley Med Ctr,WA,,Pediatrics,1780320C0,320,Pediatrics,C,Categorical,2019,6,6,1.0
Valley Med Ctr,WA,,General Surgery,1780440C0,440,Surgery-General,C,Categorical,2019,3,3,1.0
Valley Med Ctr,WA,,Medicine-Pediatrics,1780700C0,700,Other,C,Categorical,2019,2,2,1.0
Valley Med Ctr,WA,,Anesthesiology,1837040C0,040,Anesthesiology,C,Categorical,2019,7,7,1.0
