institution,state,city,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate
Lakeland Health-MI Pine Rest Christian Mental Hlth Svcs,MI,,Emergency Medicine 1951110C0 1 1 Psychiatry,1634400C0,400,Psychiatry,C,Categorical,2017,12,12,1.0
Mary Free Bed Hosp-MI Providence-Prov Park Hosp/MSUCHM,MI,,Phys Medicine & Rehab 1944340A0 4 4 Family Medicine,1303120C0,120,Family Medicine,C,Categorical,2017,5,5,1.0
Mary Free Bed Hosp-MI Providence-Prov Park Hosp/MSUCHM,MI,,Phys Medicine & Rehab 1944340R0 4 4 Internal Medicine,1303140C0,140,Internal Medicine,C,Categorical,2017,12,12,1.0
Mary Free Bed Hosp-MI Providence-Prov Park Hosp/MSUCHM,MI,,Obstetrics-Gynecology,1303220C0,220,Obstetrics-Gynecology,C,Categorical,2017,5,5,1.0
McLaren Oakland,MI,,Radiology-Diagnostic,1303420A0,420,Radiology-Diagnostic,A,Advanced,2017,3,3,1.0
McLaren Oakland,MI,,Pontiac Code Quota Matched General Surgery,1303440C0,440,Surgery-General,C,Categorical,2017,3,3,1.0
McLaren Oakland,MI,,Emergency Medicine 1947110C0 1 1 Surgery-Preliminary,1303440P0,440,Surgery-General,P,Preliminary,2017,6,6,1.0
McLaren Oakland,MI,,Internal Medicine 1947140C0 2 2 Transitional,1303999P0,999,Transitional,P,Preliminary,2017,5,5,1.0
McLaren Oakland,MI,,Transitional/Radiology,1303999P1,999,Transitional,P,Preliminary,2017,3,2,0.6666666666666666
McLaren Oakland,MI,,Emergency Medicine 1315110C0 5 5 Anesthesiology,1293040C0,040,Anesthesiology,C,Categorical,2017,28,28,1.0
McLaren Oakland,MI,,Emergency Medicine/SACM 1315110C1 1 0 Anesthesiology,1293040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2017,1,1,1.0
McLaren Oakland,MI,,Emergency Med/Research 1315110C2 1 1 Dermatology,1293080A0,080,Dermatology,A,Advanced,2017,8,7,0.875
McLaren Oakland,MI,,Family Medicine 1315120C0 6 6 Dermatology/Research,1293080A1,080,Dermatology,A,Advanced,2017,0,0,
McLaren Oakland,MI,,Neurology 1315180C0 1 1 Emergency Medicine,1293110C0,110,Emergency Medicine,C,Categorical,2017,16,16,1.0
McLaren Oakland,MI,,Neurology - C1-SACM 1315180C1 1 0 Family Med/Ypsilanti,1293120C0,120,Family Medicine,C,Categorical,2017,5,5,1.0
McLaren Oakland,MI,,Obstetrics-Gynecology 1315220C0 4 4 Family Med/Chelsea,1293120C1,120,Family Medicine,C,Categorical,2017,6,6,1.0
McLaren Oakland,MI,,Internal Medicine,1293140C0,140,Internal Medicine,C,Categorical,2017,44,44,1.0
McLaren Oakland,MI,,Neurological Surgery,1293160C0,160,Neurological Surgery,C,Categorical,2017,2,2,1.0
McLaren Oakland,MI,,Neurology,1293180C0,180,Neurology,C,Categorical,2017,8,8,1.0
McLaren Oakland,MI,,Neurology,1945180C0,180,Neurology,C,Categorical,2017,4,4,1.0
McLaren Oakland,MI,,Child Neurology,1293185C0,185,Child Neurology,C,Categorical,2017,2,2,1.0
McLaren Oakland,MI,,St John Hospital-MI Obstetrics-Gynecology,1293220C0,220,Obstetrics-Gynecology,C,Categorical,2017,6,6,1.0
McLaren Oakland,MI,,Detroit Code Quota Matched Orthopaedic Surgery,1293260C0,260,Orthopaedic Surgery,C,Categorical,2017,8,8,1.0
McLaren Oakland,MI,,Otolaryngology,1293280C0,280,Otolaryngology,C,Categorical,2017,3,3,1.0
McLaren Oakland,MI,,Emergency Medicine,1915110C0,110,Emergency Medicine,C,Categorical,2017,12,12,1.0
McLaren Oakland,MI,,Otolaryngology/Research,1293280C1,280,Otolaryngology,C,Categorical,2017,1,1,1.0
McLaren Oakland,MI,,Family Medicine,1915120C0,120,Family Medicine,C,Categorical,2017,7,7,1.0
McLaren Oakland,MI,,Pathology,1293300C0,300,Pathology,C,Categorical,2017,6,6,1.0
McLaren Oakland,MI,,Internal Medicine,1915140C0,140,Internal Medicine,C,Categorical,2017,18,18,1.0
McLaren Oakland,MI,,Pediatrics,1293320C0,320,Pediatrics,C,Categorical,2017,22,22,1.0
McLaren Oakland,MI,,Internal Med/SACM Sponsored,1915140C1,140,Internal Medicine,C,Categorical,2017,2,2,1.0
McLaren Oakland,MI,,Phys Medicine & Rehab,1293340A0,340,Phys Medicine & Rehab,A,Advanced,2017,6,6,1.0
McLaren Oakland,MI,,Medicine-Preliminary,1915140P0,140,Internal Medicine,P,Preliminary,2017,6,2,0.3333333333333333
McLaren Oakland,MI,,Plastic Surgery (Integrated),1293362C0,362,Plastic Surgery (Integrated),C,Categorical,2017,4,4,1.0
McLaren Oakland,MI,,Med-Prelim/SACM Sponsored,1915140P1,140,Internal Medicine,P,Preliminary,2017,1,0,0.0
McLaren Oakland,MI,,Psychiatry,1293400C0,400,Psychiatry,C,Categorical,2017,12,12,1.0
McLaren Oakland,MI,,Obstetrics-Gynecology,1915220C0,220,Obstetrics-Gynecology,C,Categorical,2017,4,4,1.0
McLaren Oakland,MI,,Interventional Radiology (Integ),1293416C0,416,Interventional Radiology,C,Categorical,2017,3,3,1.0
McLaren Oakland,MI,,Pathology,1915300C0,300,Pathology,C,Categorical,2017,2,2,1.0
McLaren Oakland,MI,,Radiology-Diagnostic,1293420A0,420,Radiology-Diagnostic,A,Advanced,2017,8,8,1.0
McLaren Oakland,MI,,Pediatrics,1915320C0,320,Pediatrics,C,Categorical,2017,8,8,1.0
McLaren Oakland,MI,,Radiation Oncology,1293430A0,430,Radiation Oncology,A,Advanced,2017,2,2,1.0
McLaren Oakland,MI,,General Surgery,1915440C0,440,Surgery-General,C,Categorical,2017,5,5,1.0
McLaren Oakland,MI,,General Surgery,1293440C0,440,Surgery-General,C,Categorical,2017,7,7,1.0
McLaren Oakland,MI,,Surgery-Preliminary,1915440P0,440,Surgery-General,P,Preliminary,2017,2,0,0.0
McLaren Oakland,MI,,Surgery-Preliminary,1293440P0,440,Surgery-General,P,Preliminary,2017,4,0,0.0
McLaren Oakland,MI,,St John Macomb-Oakland Hosp-MI Surg-Prelim/Urology,1293440P2,440,Surgery-General,P,Preliminary,2017,4,4,1.0
McLaren Oakland,MI,,Warren Code Quota Matched Vascular Surgery,1293451C0,451,Vascular Surgery,C,Categorical,2017,1,1,1.0
McLaren Oakland,MI,,Internal Medicine 1930140C0 12 7 Thoracic Surgery,1293461C0,461,Thoracic Surgery,C,Categorical,2017,2,2,1.0
McLaren Oakland,MI,,Medicine-Pediatrics,1293700C0,700,Other,C,Categorical,2017,8,8,1.0
St Joseph Mercy-Ann Arbor,MI,,Pediatrics-Medical Genetics,1293765C0,765,Other,C,Categorical,2017,0,0,
UP Health System-Marquette,MI,,Internal Medicine,1292140C0,140,Internal Medicine,C,Categorical,2017,16,16,1.0
UP Health System-Marquette,MI,,General Surgery 1292440C0 6 6 Family Medicine,2014120C0,120,Family Medicine,C,Categorical,2017,4,3,0.75
UP Health System-Marquette,MI,,Transitional,1292999P0,999,Transitional,P,Preliminary,2017,12,12,1.0
Wayne State University SOM,MI,,Howell Code Quota Matched Anesthesiology,1361040A0,040,Anesthesiology,A,Advanced,2017,6,6,1.0
Wayne State University SOM,MI,,Dermatology 1400080A0 4 4 Anesthesiology,1361040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2017,1,1,1.0
Wayne State University SOM,MI,,Family Medicine 1400120C0 5 5 Dermatology,1361080A0,080,Dermatology,A,Advanced,2017,3,3,1.0
Wayne State University SOM,MI,,Family Medicine,1361120C0,120,Family Medicine,C,Categorical,2017,6,6,1.0
St Joseph Mercy-Oakland,MI,,Internal Medicine,1361140C0,140,Internal Medicine,C,Categorical,2017,12,12,1.0
St Joseph Mercy-Oakland,MI,,Otolaryngology,1361280C0,280,Otolaryngology,C,Categorical,2017,4,4,1.0
St Joseph Mercy-Oakland,MI,,Internal Medicine 1319140C0 16 16 Phys Medicine & Rehab,1361340C0,340,Phys Medicine & Rehab,C,Categorical,2017,4,4,1.0
St Joseph Mercy-Oakland,MI,,Radiology-Diagnostic 1319420C0 3 3 Transitional,1361999P0,999,Transitional,P,Preliminary,2017,15,8,0.5333333333333333
St Joseph Mercy-Oakland,MI,,General Surgery,1319440C0,440,Surgery-General,C,Categorical,2017,2,2,1.0
St Joseph Mercy-Oakland,MI,,Surgery-Preliminary,1319440P0,440,Surgery-General,P,Preliminary,2017,4,1,0.25
St Joseph Mercy-Oakland,MI,,Emergency Medicine,1314110C0,110,Emergency Medicine,C,Categorical,2017,20,20,1.0
St Mary Mercy Hospital,MI,,Family Medicine,1314120C0,120,Family Medicine,C,Categorical,2017,8,8,1.0
St Mary Mercy Hospital,MI,,Internal Medicine,1314140C0,140,Internal Medicine,C,Categorical,2017,12,12,1.0
St Mary Mercy Hospital,MI,,Family Medicine 1418120C0 6 1 Orthopaedic Surgery,1314260C0,260,Orthopaedic Surgery,C,Categorical,2017,3,3,1.0
St Mary Mercy Hospital,MI,,Internal Medicine 1418140C0 13 13 Pediatrics,1314320C0,320,Pediatrics,C,Categorical,2017,8,8,1.0
St Mary Mercy Hospital,MI,,Psychiatry 1418400C0 7 7 Psychiatry,1314400C0,400,Psychiatry,C,Categorical,2017,6,6,1.0
St Mary Mercy Hospital,MI,,Transitional 1418999P0 18 14 General Surgery,1314440C0,440,Surgery-General,C,Categorical,2017,3,3,1.0
St Mary Mercy Hospital,MI,,Surgery-Preliminary,1314440P0,440,Surgery-General,P,Preliminary,2017,2,2,1.0
St Mary Mercy Hospital,MI,,Medicine-Pediatrics,1314700C0,700,Other,C,Categorical,2017,4,4,1.0
St Mary Mercy Hospital,MI,,MINNESOTA General Surgery,1328440C0,440,Surgery-General,C,Categorical,2017,7,7,1.0
St Mary Mercy Hospital,MI,,Joint Gen & Thoracic Surg,1328440C1,440,Surgery-General,C,Categorical,2017,1,1,1.0
Abbott Northwestern,MN,,Gen Surg/Integrated Comm & Rural,1328440C2,440,Surgery-General,C,Categorical,2017,1,1,1.0
Abbott Northwestern,MN,,Minneapolis Code Quota Matched Joint Gen & Cardiovascular Surg,1328440C3,440,Surgery-General,C,Categorical,2017,1,1,1.0
Abbott Northwestern,MN,,Internal Medicine 1330140C0 10 10 Surgery-Preliminary,1328440P0,440,Surgery-General,P,Preliminary,2017,12,12,1.0
Abbott Northwestern,MN,,Allina Fam Res Prog-MN Surg-Prelim/Urology,1328440P3,440,Surgery-General,P,Preliminary,2017,5,5,1.0
Abbott Northwestern,MN,,Vascular Surgery,1328451C0,451,Vascular Surgery,C,Categorical,2017,1,1,1.0
HealthPartners Institute/Regions Hosp,MN,,Anesthesiology,1334040C0,040,Anesthesiology,C,Categorical,2017,7,7,1.0
HealthPartners Institute/Regions Hosp,MN,,Dermatology,1334080A0,080,Dermatology,A,Advanced,2017,4,4,1.0
HealthPartners Institute/Regions Hosp,MN,,Emergency Medicine,1335110C0,110,Emergency Medicine,C,Categorical,2017,10,10,1.0
HealthPartners Institute/Regions Hosp,MN,,Family Med/Methodist,1334120C0,120,Family Medicine,C,Categorical,2017,6,6,1.0
HealthPartners Institute/Regions Hosp,MN,,Hennepin Co Med Ctr-MN Family Med/N Memorial,1334120C1,120,Family Medicine,C,Categorical,2017,8,8,1.0
HealthPartners Institute/Regions Hosp,MN,,Minneapolis Code Quota Matched Family Med/Smileys,1334120C2,120,Family Medicine,C,Categorical,2017,6,6,1.0
HealthPartners Institute/Regions Hosp,MN,,Emergency Medicine 1329110C0 12 12 Family Med/St Johns,1334120C3,120,Family Medicine,C,Categorical,2017,6,6,1.0
HealthPartners Institute/Regions Hosp,MN,,Family Medicine 1329120C0 11 11 Family Med/St Josephs,1334120C4,120,Family Medicine,C,Categorical,2017,8,8,1.0
HealthPartners Institute/Regions Hosp,MN,,Internal Medicine 1329140C0 21 21 Family Med/Mankato,1334120C5,120,Family Medicine,C,Categorical,2017,5,4,0.8
HealthPartners Institute/Regions Hosp,MN,,Med-Primary/MN DOH IMG Grant 1329140M0 1 1 Family Med/St. Cloud,1334120C6,120,Family Medicine,C,Categorical,2017,5,5,1.0
HealthPartners Institute/Regions Hosp,MN,,Psychiatry 1329400C0 7 7 Family Med/Duluth,1334120C7,120,Family Medicine,C,Categorical,2017,9,9,1.0
HealthPartners Institute/Regions Hosp,MN,,General Surgery 1329440C0 5 5 Internal Medicine,1334140C0,140,Internal Medicine,C,Categorical,2017,29,29,1.0
HealthPartners Institute/Regions Hosp,MN,,Surgery-Preliminary 1329440P0 1 1 Internal Medicine - PSTP,1334140C1,140,Internal Medicine,C,Categorical,2017,2,2,1.0
HealthPartners Institute/Regions Hosp,MN,,Medicine-Emergency Med 1329705C0 2 2 Neurological Surgery,1334160C0,160,Neurological Surgery,C,Categorical,2017,2,2,1.0
HealthPartners Institute/Regions Hosp,MN,,Transitional 1329999P0 8 8 Neurology,1334180C0,180,Neurology,C,Categorical,2017,6,6,1.0
HealthPartners Institute/Regions Hosp,MN,,Obstetrics-Gynecology,1334220C0,220,Obstetrics-Gynecology,C,Categorical,2017,9,9,1.0
Mayo Clinic School of Grad Med Educ,MN,,Orthopaedic Surgery,1334260C0,260,Orthopaedic Surgery,C,Categorical,2017,8,8,1.0
Mayo Clinic School of Grad Med Educ,MN,,Rochester Code Quota Matched Otolaryngology,1334280C0,280,Otolaryngology,C,Categorical,2017,4,4,1.0
Mayo Clinic School of Grad Med Educ,MN,,Anesthesiology 1328040A0 6 6 Pathology,1334300C0,300,Pathology,C,Categorical,2017,4,3,0.75
Mayo Clinic School of Grad Med Educ,MN,,Anesthesiology 1328040C0 12 12 Pathology/CP only,1334300C1,300,Pathology,C,Categorical,2017,0,0,
Mayo Clinic School of Grad Med Educ,MN,,Anesthesiology 1328040R0 1 1 Pathology/AP only,1334300C2,300,Pathology,C,Categorical,2017,0,0,
Mayo Clinic School of Grad Med Educ,MN,,Dermatology 1328080A0 6 6 Pediatrics,1334320C0,320,Pediatrics,C,Categorical,2017,24,24,1.0
Mayo Clinic School of Grad Med Educ,MN,,Dermatology/Research 1328080A1 0 0 Pediatrics/MN Immigrant IMG,1334320C1,320,Pediatrics,C,Categorical,2017,1,1,1.0
Mayo Clinic School of Grad Med Educ,MN,,Dermatology 1328080C0 2 2 Pediatrics/PSTP,1334320C2,320,Pediatrics,C,Categorical,2017,1,1,1.0
Mayo Clinic School of Grad Med Educ,MN,,Emergency Medicine 1328110C0 8 8 Phys Medicine & Rehab,1334340A0,340,Phys Medicine & Rehab,A,Advanced,2017,1,1,1.0
Mayo Clinic School of Grad Med Educ,MN,,Family Medicine 1328120C0 9 9 Phys Medicine & Rehab,1334340C0,340,Phys Medicine & Rehab,C,Categorical,2017,4,4,1.0
Mayo Clinic School of Grad Med Educ,MN,,Family Medicine/Eau Claire 1328120C1 5 5 Plastic Surgery (Integrated),1334362C0,362,Plastic Surgery (Integrated),C,Categorical,2017,2,2,1.0
Mayo Clinic School of Grad Med Educ,MN,,Internal Medicine 1328140C0 49 49 Psychiatry,1334400C0,400,Psychiatry,C,Categorical,2017,7,7,1.0
Mayo Clinic School of Grad Med Educ,MN,,Int Med/CI Research 1328140C1 3 3 Interventional Rad (Integ)/Military,1334416A0,416,Interventional Radiology,A,Advanced,2017,1,0,0.0
Mayo Clinic School of Grad Med Educ,MN,,Medicine-Preliminary 1328140P0 3 3 Interventional Radiology (Integ),1334416C0,416,Interventional Radiology,C,Categorical,2017,2,2,1.0
Mayo Clinic School of Grad Med Educ,MN,,Neurological Surgery 1328160C0 3 3 Radiology-Diagnostic,1334420C0,420,Radiology-Diagnostic,C,Categorical,2017,8,8,1.0
Mayo Clinic School of Grad Med Educ,MN,,Neurology 1328180A0 3 3 Radiation Oncology,1334430A0,430,Radiation Oncology,A,Advanced,2017,1,1,1.0
Mayo Clinic School of Grad Med Educ,MN,,Neurology 1328180C0 6 6 General Surgery,1334440C0,440,Surgery-General,C,Categorical,2017,6,6,1.0
Mayo Clinic School of Grad Med Educ,MN,,Child Neurology 1328185C0 2 2 General Surgery/Rural,1334440C1,440,Surgery-General,C,Categorical,2017,1,0,0.0
Mayo Clinic School of Grad Med Educ,MN,,Obstetrics-Gynecology 1328220C0 5 5 Surgery-Preliminary,1334440P0,440,Surgery-General,P,Preliminary,2017,6,6,1.0
Mayo Clinic School of Grad Med Educ,MN,,Orthopaedic Surgery 1328260C0 12 12 Medicine-Pediatrics,1334700C0,700,Other,C,Categorical,2017,10,10,1.0
Mayo Clinic School of Grad Med Educ,MN,,Otolaryngology 1328280C0 5 5 Medicine-Dermatology,1334785C0,785,Other,C,Categorical,2017,2,2,1.0
Mayo Clinic School of Grad Med Educ,MN,,Path-Anatomic and Clinical,1328300C0,300,Pathology,C,Categorical,2017,5,5,1.0
Mayo Clinic School of Grad Med Educ,MN,,Path-Anatomic Pathology Only,1328300C1,300,Pathology,C,Categorical,2017,1,1,1.0
Path-Anatomic/Neuropathology 1328300C2 1 0 Forrest General Hospital,MS,,Pediatrics 1328320C0 12 12 Family Medicine,1692120C0,120,Family Medicine,C,Categorical,2017,6,5,0.8333333333333334
Path-Anatomic/Neuropathology 1328300C2 1 0 Forrest General Hospital,MS,,Phys Medicine & Rehab,1328340A0,340,Phys Medicine & Rehab,A,Advanced,2017,5,5,1.0
Magnolia Regional Health Ctr,MS,,Phys Medicine & Rehab,1328340C0,340,Phys Medicine & Rehab,C,Categorical,2017,3,3,1.0
Magnolia Regional Health Ctr,MS,,Psychiatry 1328400C0 9 9 Internal Medicine,1923140C0,140,Internal Medicine,C,Categorical,2017,6,6,1.0
Magnolia Regional Health Ctr,MS,,Interventional Radiology (Integ),1328416A0,416,Interventional Radiology,A,Advanced,2017,1,1,1.0
Magnolia Regional Health Ctr,MS,,Radiology-Diagnostic,1328420A0,420,Radiology-Diagnostic,A,Advanced,2017,12,12,1.0
Magnolia Regional Health Ctr,MS,,Radiology-Diagnostic,1328420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2017,1,1,1.0
Magnolia Regional Health Ctr,MS,,Family Medicine,1218120C0,120,Family Medicine,C,Categorical,2017,8,6,0.75
Magnolia Regional Health Ctr,MS,,Radiation Oncology,1328430A0,430,Radiation Oncology,A,Advanced,2017,3,3,1.0
Magnolia Regional Health Ctr,MS,,General Surgery,1353440C0,440,Surgery-General,C,Categorical,2017,8,8,1.0
University Hosps-Jackson,MS,,Surg-Prelim/Urology,1353440P0,440,Surgery-General,P,Preliminary,2017,3,3,1.0
University Hosps-Jackson,MS,,Surgery-Preliminary,1353440P2,440,Surgery-General,P,Preliminary,2017,4,4,1.0
University Hosps-Jackson,MS,,Anesthesiology,1957040C0,040,Anesthesiology,C,Categorical,2017,8,8,1.0
University Hosps-Jackson,MS,,Vascular Surgery,1353451C0,451,Vascular Surgery,C,Categorical,2017,1,1,1.0
University Hosps-Jackson,MS,,Anesthesiology,1957040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2017,2,2,1.0
Dermatology 1957080A0 3 3 Childrens Mercy Hospital,MO,,Family Medicine 1957120C0 9 9 Child Neurology,1494185C0,185,Child Neurology,C,Categorical,2017,2,2,1.0
Dermatology 1957080A0 3 3 Childrens Mercy Hospital,MO,,Internal Medicine 1957140C0 23 23 Pediatrics,1494320C0,320,Pediatrics,C,Categorical,2017,24,24,1.0
Dermatology 1957080A0 3 3 Childrens Mercy Hospital,MO,,Medicine-Primary 1957140M0 1 1 Pediatrics-Preliminary,1494320P0,320,Pediatrics,P,Preliminary,2017,1,1,1.0
Dermatology 1957080A0 3 3 Childrens Mercy Hospital,MO,,Medicine-Preliminary,1957140P0,140,Internal Medicine,P,Preliminary,2017,3,3,1.0
Cox Medical Centers,MO,,Med-Prelim/Ophthalmology,1957140P2,140,Internal Medicine,P,Preliminary,2017,4,4,1.0
Cox Medical Centers,MO,,Med-Prelim/Dermatology,1957140P4,140,Internal Medicine,P,Preliminary,2017,3,3,1.0
Cox Medical Centers,MO,,Family Medicine,3167120C0,120,Family Medicine,C,Categorical,2017,9,9,1.0
Cox Medical Centers,MO,,Med-Prelim/Rad Oncology,1957140P5,140,Internal Medicine,P,Preliminary,2017,1,0,0.0
Neurological Surgery 1957160C0 2 2 KCU-GME Consortium,MO,,Child Neurology,1957185R0,185,Child Neurology,R,Physician (PGY-2 entry),2017,1,1,1.0
Neurological Surgery 1957160C0 2 2 KCU-GME Consortium,MO,,Dermatology,1987080A0,080,Dermatology,A,Advanced,2017,2,1,0.5
Neurological Surgery 1957160C0 2 2 KCU-GME Consortium,MO,,Obstetrics-Gynecology,1957220C0,220,Obstetrics-Gynecology,C,Categorical,2017,5,5,1.0
Neurological Surgery 1957160C0 2 2 KCU-GME Consortium,MO,,Dermatology,1987080R0,080,Dermatology,R,Physician (PGY-2 entry),2017,2,1,0.5
Neurological Surgery 1957160C0 2 2 KCU-GME Consortium,MO,,Orthopaedic Surgery,1957260C0,260,Orthopaedic Surgery,C,Categorical,2017,4,4,1.0
Otolaryngology 1957280C0 3 3 Mercy Hospital St Louis,MO,,Pediatrics 1957320C0 16 16 Family Medicine,1362120C0,120,Family Medicine,C,Categorical,2017,6,6,1.0
Otolaryngology 1957280C0 3 3 Mercy Hospital St Louis,MO,,Plastic Surgery (Integrated) 1957362C0 1 1 Internal Medicine,1362140C0,140,Internal Medicine,C,Categorical,2017,8,8,1.0
Otolaryngology 1957280C0 3 3 Mercy Hospital St Louis,MO,,Psychiatry 1957400C0 8 8 Obstetrics-Gynecology,1362220C0,220,Obstetrics-Gynecology,C,Categorical,2017,6,6,1.0
Otolaryngology 1957280C0 3 3 Mercy Hospital St Louis,MO,,Radiology-Diagnostic 1957420C0 6 6 Transitional,1362999P0,999,Transitional,P,Preliminary,2017,7,7,1.0
Otolaryngology 1957280C0 3 3 Mercy Hospital St Louis,MO,,Radiation Oncology,1957430A0,430,Radiation Oncology,A,Advanced,2017,1,1,1.0
Research Medical Center,MO,,General Surgery,1957440C0,440,Surgery-General,C,Categorical,2017,5,5,1.0
Research Medical Center,MO,,Surgery-Preliminary,1957440P0,440,Surgery-General,P,Preliminary,2017,4,0,0.0
Research Medical Center,MO,,Surg-Prelim/Urology 1957440P1 2 2 Family Medicine,2984120C0,120,Family Medicine,C,Categorical,2017,12,12,1.0
Medicine-Pediatrics 1957700C0 4 4 SSM St Marys Hospital-St Louis,MO,,Internal Medicine,1999140C0,140,Internal Medicine,C,Categorical,2017,9,9,1.0
Barnes-Jewish Hosp,MO,,Medicine-Preliminary,1999140P0,140,Internal Medicine,P,Preliminary,2017,4,4,1.0
Anesthesiology/3 yr 1353040A0 2 2 St Louis Childrens Hosp,MO,,Anesthesiology/ASAP 5 yr 1353040C1 2 2 Child Neurology,1869185C0,185,Child Neurology,C,Categorical,2017,4,4,1.0
Anesthesiology/3 yr 1353040A0 2 2 St Louis Childrens Hosp,MO,,Dermatology 1353080A0 6 6 Pediatrics,1869320C0,320,Pediatrics,C,Categorical,2017,29,29,1.0
Anesthesiology/3 yr 1353040A0 2 2 St Louis Childrens Hosp,MO,,Emergency Medicine 1353110C0 13 13 Pediatrics-Preliminary,1869320P0,320,Pediatrics,P,Preliminary,2017,2,2,1.0
Anesthesiology/3 yr 1353040A0 2 2 St Louis Childrens Hosp,MO,,Internal Medicine 1353140C0 48 48 Pediatrics-Medical Genetics,1869765C0,765,Other,C,Categorical,2017,1,1,1.0
Anesthesiology/3 yr 1353040A0 2 2 St Louis Childrens Hosp,MO,,Medicine-Primary,1353140M0,140,Internal Medicine,M,Primary care,2017,5,5,1.0
St Louis Univ SOM,MO,,Medicine-Preliminary,1353140P0,140,Internal Medicine,P,Preliminary,2017,5,5,1.0
St Louis Univ SOM,MO,,Neurological Surgery,1353160C0,160,Neurological Surgery,C,Categorical,2017,3,3,1.0
St Louis Univ SOM,MO,,Anesthesiology,1365040C0,040,Anesthesiology,C,Categorical,2017,10,10,1.0
St Louis Univ SOM,MO,,Neurology,1353180C0,180,Neurology,C,Categorical,2017,10,10,1.0
St Louis Univ SOM,MO,,Anesthesiology,1365040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2017,1,1,1.0
St Louis Univ SOM,MO,,Obstetrics-Gynecology,1353220C0,220,Obstetrics-Gynecology,C,Categorical,2017,9,9,1.0
St Louis Univ SOM,MO,,Dermatology,1365080A0,080,Dermatology,A,Advanced,2017,4,4,1.0
St Louis Univ SOM,MO,,Orthopaedic Surgery,1353260C0,260,Orthopaedic Surgery,C,Categorical,2017,8,8,1.0
St Louis Univ SOM,MO,,Emergency Medicine,1365110C0,110,Emergency Medicine,C,Categorical,2017,7,7,1.0
St Louis Univ SOM,MO,,Otolaryngology,1353280C0,280,Otolaryngology,C,Categorical,2017,3,3,1.0
St Louis Univ SOM,MO,,Family Med/Belleville,1365120C0,120,Family Medicine,C,Categorical,2017,6,6,1.0
St Louis Univ SOM,MO,,Otolaryngology/Research,1353280C1,280,Otolaryngology,C,Categorical,2017,2,2,1.0
St Louis Univ SOM,MO,,Family Medicine,1365120C1,120,Family Medicine,C,Categorical,2017,6,6,1.0
St Louis Univ SOM,MO,,Clinical Pathology,1353300C0,300,Pathology,C,Categorical,2017,3,3,1.0
St Louis Univ SOM,MO,,Internal Medicine,1365140C0,140,Internal Medicine,C,Categorical,2017,27,27,1.0
St Louis Univ SOM,MO,,Anat/Clin & Anat Path,1353300C1,300,Pathology,C,Categorical,2017,9,9,1.0
St Louis Univ SOM,MO,,Medicine-Preliminary,1365140P0,140,Internal Medicine,P,Preliminary,2017,5,5,1.0
St Louis Univ SOM,MO,,Phys Medicine & Rehab,1353340A0,340,Phys Medicine & Rehab,A,Advanced,2017,2,2,1.0
St Louis Univ SOM,MO,,Med-Prelim/Everest,1365140P2,140,Internal Medicine,P,Preliminary,2017,1,1,1.0
St Louis Univ SOM,MO,,Phys Medicine & Rehab,1353340C0,340,Phys Medicine & Rehab,C,Categorical,2017,2,2,1.0
St Louis Univ SOM,MO,,Neurological Surgery,1365160C0,160,Neurological Surgery,C,Categorical,2017,1,1,1.0
St Louis Univ SOM,MO,,Phys Medicine & Rehab,1353340R0,340,Phys Medicine & Rehab,R,Physician (PGY-2 entry),2017,1,1,1.0
St Louis Univ SOM,MO,,Neurology,1365180C0,180,Neurology,C,Categorical,2017,6,6,1.0
St Louis Univ SOM,MO,,Plastic Surgery (Integrated),1353362C0,362,Plastic Surgery (Integrated),C,Categorical,2017,3,3,1.0
St Louis Univ SOM,MO,,Child Neurology,1365185C0,185,Child Neurology,C,Categorical,2017,2,2,1.0
St Louis Univ SOM,MO,,Psychiatry,1353400C0,400,Psychiatry,C,Categorical,2017,12,12,1.0
St Louis Univ SOM,MO,,Child Neurology,1365185R0,185,Child Neurology,R,Physician (PGY-2 entry),2017,1,1,1.0
St Louis Univ SOM,MO,,Interventional Radiology (Integ),1353416A0,416,Interventional Radiology,A,Advanced,2017,2,2,1.0
St Louis Univ SOM,MO,,Obstetrics-Gynecology,1365220C0,220,Obstetrics-Gynecology,C,Categorical,2017,6,6,1.0
St Louis Univ SOM,MO,,Radiology-Diagnostic,1353420A0,420,Radiology-Diagnostic,A,Advanced,2017,15,15,1.0
St Louis Univ SOM,MO,,Orthopaedic Surgery,1365260C0,260,Orthopaedic Surgery,C,Categorical,2017,5,5,1.0
St Louis Univ SOM,MO,,Rad-Diag/Research,1353420A1,420,Radiology-Diagnostic,A,Advanced,2017,1,1,1.0
St Louis Univ SOM,MO,,Otolaryngology,1365280C0,280,Otolaryngology,C,Categorical,2017,2,2,1.0
St Louis Univ SOM,MO,,Radiation Oncology,1353430A0,430,Radiation Oncology,A,Advanced,2017,4,4,1.0
